defect_id,product_id,defect_type,year,month,month_no,quarter,defect_date,defect_location,severity_level,severity,inspection_method,repair_cost,High_Severity_Flag,defect_year,defect_month,defect_day
442,92,Structural,2024,Jun,6,Q2,02-06-2024,Component,MINOR,Minor,Manual Testing,914.32,0,2024,6,2
443,16,Cosmetic,2024,Jun,6,Q2,25-06-2024,Internal,CRITICAL,Critical,Automated Testing,519.15,1,2024,6,25
444,63,Functional,2024,Aug,8,Q3,02-08-2024,Internal,MODERATE,Moderate,Manual Testing,816.09,0,2024,8,2
445,65,Functional,2024,Mar,3,Q1,23-03-2024,Component,MINOR,Minor,Manual Testing,481.11,0,2024,3,23
446,60,Cosmetic,2024,Jan,1,Q1,20-01-2024,Component,MODERATE,Moderate,Automated Testing,780.05,0,2024,1,20
447,58,Structural,2024,Sep,9,Q3,01-09-2024,Internal,MINOR,Minor,Automated Testing,750.51,0,2024,9,1
448,69,Functional,2024,Oct,10,Q4,05-10-2024,Component,MODERATE,Moderate,Manual Testing,908.59,0,2024,10,5
449,7,Functional,2024,Oct,10,Q4,03-10-2024,Component,MODERATE,Moderate,Visual Inspection,705.47,0,2024,10,3
450,80,Functional,2024,Apr,4,Q2,23-04-2024,Internal,MINOR,Minor,Automated Testing,406.28,0,2024,4,23
451,55,Functional,2024,Feb,2,Q1,01-02-2024,Internal,CRITICAL,Critical,Manual Testing,295.41,1,2024,2,1
452,6,Structural,2024,Apr,4,Q2,03-04-2024,Internal,CRITICAL,Critical,Visual Inspection,903.36,1,2024,4,3
453,86,Structural,2024,May,5,Q2,17-05-2024,Component,MODERATE,Moderate,Manual Testing,803.65,0,2024,5,17
454,70,Functional,2024,Mar,3,Q1,30-03-2024,Component,MODERATE,Moderate,Automated Testing,359.69,0,2024,3,30
455,50,Structural,2024,Mar,3,Q1,30-03-2024,Component,MODERATE,Moderate,Manual Testing,699.69,0,2024,3,30
456,20,Structural,2024,May,5,Q2,04-05-2024,Surface,CRITICAL,Critical,Manual Testing,281.81,1,2024,5,4
457,63,Structural,2024,Nov,11,Q4,04-11-2024,Surface,MINOR,Minor,Automated Testing,896.04,0,2024,11,4
458,66,Functional,2024,Apr,4,Q2,23-04-2024,Internal,MODERATE,Moderate,Visual Inspection,587.69,0,2024,4,23
459,64,Functional,2024,Feb,2,Q1,26-02-2024,Component,MODERATE,Moderate,Automated Testing,623.52,0,2024,2,26
460,66,Structural,2024,Nov,11,Q4,06-11-2024,Component,MINOR,Minor,Visual Inspection,668.05,0,2024,11,6
461,95,Functional,2024,Feb,2,Q1,03-02-2024,Internal,MINOR,Minor,Visual Inspection,571.02,0,2024,2,3
462,56,Structural,2024,Feb,2,Q1,18-02-2024,Internal,MINOR,Minor,Manual Testing,918.39,0,2024,2,18
463,75,Functional,2024,Mar,3,Q1,15-03-2024,Surface,MINOR,Minor,Automated Testing,669.62,0,2024,3,15
464,81,Functional,2024,Jan,1,Q1,27-01-2024,Component,MODERATE,Moderate,Visual Inspection,581.01,0,2024,1,27
465,39,Structural,2024,May,5,Q2,20-05-2024,Internal,MINOR,Minor,Manual Testing,899.45,0,2024,5,20
466,57,Cosmetic,2024,May,5,Q2,01-05-2024,Surface,CRITICAL,Critical,Visual Inspection,764.59,1,2024,5,1
467,83,Cosmetic,2024,Feb,2,Q1,28-02-2024,Internal,MODERATE,Moderate,Automated Testing,150.16,0,2024,2,28
468,98,Functional,2024,Mar,3,Q1,26-03-2024,Internal,MINOR,Minor,Visual Inspection,791.72,0,2024,3,26
469,90,Functional,2024,Apr,4,Q2,28-04-2024,Surface,MODERATE,Moderate,Manual Testing,15.1,0,2024,4,28
470,76,Structural,2024,Feb,2,Q1,22-02-2024,Component,MINOR,Minor,Visual Inspection,466.92,0,2024,2,22
471,89,Cosmetic,2024,Mar,3,Q1,24-03-2024,Internal,MINOR,Minor,Manual Testing,833.02,0,2024,3,24
472,43,Functional,2024,Mar,3,Q1,24-03-2024,Internal,CRITICAL,Critical,Visual Inspection,907.98,1,2024,3,24
473,38,Structural,2024,Feb,2,Q1,25-02-2024,Internal,MINOR,Minor,Manual Testing,652.85,0,2024,2,25
474,62,Cosmetic,2024,Apr,4,Q2,02-04-2024,Component,MODERATE,Moderate,Automated Testing,618.88,0,2024,4,2
475,97,Cosmetic,2024,Mar,3,Q1,16-03-2024,Surface,MODERATE,Moderate,Manual Testing,140.36,0,2024,3,16
476,86,Cosmetic,2024,Jan,1,Q1,02-01-2024,Internal,CRITICAL,Critical,Visual Inspection,683.68,1,2024,1,2
477,38,Functional,2024,Feb,2,Q1,23-02-2024,Component,CRITICAL,Critical,Visual Inspection,613.47,1,2024,2,23
478,58,Functional,2024,Jan,1,Q1,18-01-2024,Surface,MODERATE,Moderate,Visual Inspection,895.11,0,2024,1,18
479,32,Cosmetic,2024,Jul,7,Q3,06-07-2024,Component,CRITICAL,Critical,Visual Inspection,515.94,1,2024,7,6
480,78,Functional,2024,Jul,7,Q3,01-07-2024,Internal,MINOR,Minor,Automated Testing,293.09,0,2024,7,1
481,66,Cosmetic,2024,Feb,2,Q1,06-02-2024,Surface,CRITICAL,Critical,Automated Testing,689.42,1,2024,2,6
482,68,Structural,2024,Jun,6,Q2,16-06-2024,Surface,CRITICAL,Critical,Visual Inspection,148.53,1,2024,6,16
483,10,Structural,2024,Feb,2,Q1,17-02-2024,Component,MODERATE,Moderate,Visual Inspection,933.3,0,2024,2,17
484,77,Cosmetic,2024,Oct,10,Q4,02-10-2024,Internal,MINOR,Minor,Manual Testing,336.75,0,2024,10,2
485,50,Structural,2024,Feb,2,Q1,29-02-2024,Surface,MINOR,Minor,Manual Testing,223.73,0,2024,2,29
486,97,Cosmetic,2024,Mar,3,Q1,29-03-2024,Internal,CRITICAL,Critical,Automated Testing,236.47,1,2024,3,29
487,26,Cosmetic,2024,Mar,3,Q1,13-03-2024,Internal,CRITICAL,Critical,Manual Testing,647.11,1,2024,3,13
488,51,Cosmetic,2024,Apr,4,Q2,04-04-2024,Surface,MINOR,Minor,Automated Testing,268.57,0,2024,4,4
489,57,Cosmetic,2024,Oct,10,Q4,05-10-2024,Internal,MINOR,Minor,Visual Inspection,405.89,0,2024,10,5
490,12,Functional,2024,Nov,11,Q4,03-11-2024,Internal,MINOR,Minor,Manual Testing,643.98,0,2024,11,3
491,90,Functional,2024,Feb,2,Q1,19-02-2024,Internal,CRITICAL,Critical,Manual Testing,183.11,1,2024,2,19
492,79,Functional,2024,Apr,4,Q2,21-04-2024,Component,MODERATE,Moderate,Visual Inspection,878.64,0,2024,4,21
493,58,Functional,2024,Sep,9,Q3,06-09-2024,Component,CRITICAL,Critical,Manual Testing,702.09,1,2024,9,6
494,31,Structural,2024,Jan,1,Q1,03-01-2024,Internal,CRITICAL,Critical,Visual Inspection,823.59,1,2024,1,3
495,49,Structural,2024,Jan,1,Q1,28-01-2024,Surface,MODERATE,Moderate,Automated Testing,294.56,0,2024,1,28
496,6,Functional,2024,Jan,1,Q1,16-01-2024,Internal,CRITICAL,Critical,Visual Inspection,533.14,1,2024,1,16
497,49,Functional,2024,Mar,3,Q1,28-03-2024,Component,CRITICAL,Critical,Visual Inspection,975.5,1,2024,3,28
498,87,Cosmetic,2024,Jun,6,Q2,17-06-2024,Internal,MODERATE,Moderate,Visual Inspection,707.21,0,2024,6,17
499,60,Cosmetic,2024,Jan,1,Q1,04-01-2024,Surface,MODERATE,Moderate,Visual Inspection,775.91,0,2024,1,4
500,100,Functional,2024,Apr,4,Q2,19-04-2024,Surface,MODERATE,Moderate,Manual Testing,617.36,0,2024,4,19
501,46,Structural,2024,Jan,1,Q1,13-01-2024,Surface,MINOR,Minor,Visual Inspection,922.52,0,2024,1,13
502,62,Structural,2024,Apr,4,Q2,26-04-2024,Surface,MINOR,Minor,Automated Testing,81.91,0,2024,4,26
503,91,Cosmetic,2024,Jun,6,Q2,13-06-2024,Surface,CRITICAL,Critical,Manual Testing,40.19,1,2024,6,13
504,74,Cosmetic,2024,May,5,Q2,26-05-2024,Internal,MODERATE,Moderate,Manual Testing,943.79,0,2024,5,26
505,92,Structural,2024,Nov,11,Q4,04-11-2024,Surface,MINOR,Minor,Visual Inspection,411.9,0,2024,11,4
506,66,Structural,2024,May,5,Q2,05-05-2024,Internal,CRITICAL,Critical,Visual Inspection,759.53,1,2024,5,5
507,81,Cosmetic,2024,Jan,1,Q1,15-01-2024,Component,CRITICAL,Critical,Manual Testing,368.11,1,2024,1,15
508,41,Functional,2024,Apr,4,Q2,04-04-2024,Surface,MODERATE,Moderate,Visual Inspection,27.9,0,2024,4,4
509,91,Structural,2024,Apr,4,Q2,21-04-2024,Internal,CRITICAL,Critical,Automated Testing,670.09,1,2024,4,21
510,35,Functional,2024,May,5,Q2,24-05-2024,Internal,CRITICAL,Critical,Automated Testing,790.76,1,2024,5,24
511,12,Cosmetic,2024,Jun,6,Q2,20-06-2024,Internal,MODERATE,Moderate,Manual Testing,769.88,0,2024,6,20
512,77,Cosmetic,2024,Jun,6,Q2,05-06-2024,Internal,CRITICAL,Critical,Automated Testing,262.6,1,2024,6,5
513,11,Cosmetic,2024,Mar,3,Q1,23-03-2024,Surface,MODERATE,Moderate,Visual Inspection,520.44,0,2024,3,23
514,93,Structural,2024,May,5,Q2,19-05-2024,Component,MINOR,Minor,Visual Inspection,624.75,0,2024,5,19
515,3,Structural,2024,Mar,3,Q1,22-03-2024,Internal,MODERATE,Moderate,Manual Testing,496.27,0,2024,3,22
516,43,Functional,2024,Jun,6,Q2,20-06-2024,Component,MODERATE,Moderate,Automated Testing,368.54,0,2024,6,20
517,88,Cosmetic,2024,Dec,12,Q4,06-12-2024,Internal,MODERATE,Moderate,Manual Testing,942.94,0,2024,12,6
518,4,Cosmetic,2024,Mar,3,Q1,28-03-2024,Internal,CRITICAL,Critical,Automated Testing,449.63,1,2024,3,28
519,96,Functional,2024,Jun,6,Q2,18-06-2024,Internal,CRITICAL,Critical,Manual Testing,117.82,1,2024,6,18
520,75,Functional,2024,Dec,12,Q4,05-12-2024,Internal,CRITICAL,Critical,Visual Inspection,300.05,1,2024,12,5
521,86,Structural,2024,Jul,7,Q3,01-07-2024,Surface,CRITICAL,Critical,Visual Inspection,975.1,1,2024,7,1
522,70,Structural,2024,Jan,1,Q1,13-01-2024,Surface,CRITICAL,Critical,Manual Testing,74.36,1,2024,1,13
523,6,Functional,2024,Aug,8,Q3,01-08-2024,Component,MODERATE,Moderate,Automated Testing,924.05,0,2024,8,1
524,14,Cosmetic,2024,Oct,10,Q4,02-10-2024,Surface,MINOR,Minor,Visual Inspection,132.39,0,2024,10,2
525,77,Functional,2024,Feb,2,Q1,24-02-2024,Surface,CRITICAL,Critical,Manual Testing,893.77,1,2024,2,24
526,65,Structural,2024,Oct,10,Q4,02-10-2024,Surface,MINOR,Minor,Manual Testing,142.64,0,2024,10,2
527,70,Structural,2024,Apr,4,Q2,19-04-2024,Component,MINOR,Minor,Manual Testing,368.94,0,2024,4,19
528,8,Functional,2024,Oct,10,Q4,06-10-2024,Internal,MINOR,Minor,Automated Testing,997.03,0,2024,10,6
529,54,Structural,2024,Feb,2,Q1,01-02-2024,Surface,MINOR,Minor,Manual Testing,496.1,0,2024,2,1
530,98,Functional,2024,Feb,2,Q1,02-02-2024,Surface,CRITICAL,Critical,Automated Testing,798.12,1,2024,2,2
531,82,Cosmetic,2024,Aug,8,Q3,02-08-2024,Internal,CRITICAL,Critical,Visual Inspection,572.74,1,2024,8,2
532,6,Structural,2024,Oct,10,Q4,02-10-2024,Surface,CRITICAL,Critical,Manual Testing,53.77,1,2024,10,2
533,49,Cosmetic,2024,Mar,3,Q1,04-03-2024,Surface,MINOR,Minor,Visual Inspection,369.83,0,2024,3,4
534,14,Cosmetic,2024,Nov,11,Q4,04-11-2024,Surface,MINOR,Minor,Visual Inspection,398.17,0,2024,11,4
535,88,Structural,2024,Mar,3,Q1,21-03-2024,Internal,CRITICAL,Critical,Automated Testing,825.57,1,2024,3,21
536,8,Functional,2024,May,5,Q2,13-05-2024,Internal,CRITICAL,Critical,Automated Testing,201.88,1,2024,5,13
537,91,Cosmetic,2024,Jun,6,Q2,13-06-2024,Component,CRITICAL,Critical,Visual Inspection,47.47,1,2024,6,13
538,1,Structural,2024,Nov,11,Q4,05-11-2024,Component,MODERATE,Moderate,Automated Testing,856.33,0,2024,11,5
539,15,Cosmetic,2024,Dec,12,Q4,05-12-2024,Internal,MODERATE,Moderate,Manual Testing,497.65,0,2024,12,5
540,20,Cosmetic,2024,Feb,2,Q1,14-02-2024,Internal,MINOR,Minor,Manual Testing,908.53,0,2024,2,14
541,16,Cosmetic,2024,Apr,4,Q2,29-04-2024,Component,CRITICAL,Critical,Manual Testing,371.88,1,2024,4,29
542,49,Functional,2024,Jun,6,Q2,25-06-2024,Surface,MODERATE,Moderate,Manual Testing,960.15,0,2024,6,25
543,76,Structural,2024,Mar,3,Q1,18-03-2024,Component,MINOR,Minor,Visual Inspection,73.55,0,2024,3,18
544,56,Cosmetic,2024,Dec,12,Q4,01-12-2024,Component,MINOR,Minor,Automated Testing,615.43,0,2024,12,1
545,21,Structural,2024,Jun,6,Q2,17-06-2024,Component,MINOR,Minor,Visual Inspection,619.02,0,2024,6,17
546,17,Functional,2024,Jan,1,Q1,15-01-2024,Component,MINOR,Minor,Manual Testing,677.64,0,2024,1,15
547,10,Cosmetic,2024,Feb,2,Q1,25-02-2024,Surface,MODERATE,Moderate,Visual Inspection,684.16,0,2024,2,25
548,90,Functional,2024,Mar,3,Q1,26-03-2024,Internal,CRITICAL,Critical,Automated Testing,536.37,1,2024,3,26
549,8,Cosmetic,2024,Jan,1,Q1,22-01-2024,Surface,MINOR,Minor,Visual Inspection,47.22,0,2024,1,22
550,27,Structural,2024,May,5,Q2,26-05-2024,Surface,MINOR,Minor,Automated Testing,704.44,0,2024,5,26
551,87,Functional,2024,Apr,4,Q2,15-04-2024,Surface,MINOR,Minor,Automated Testing,512.02,0,2024,4,15
552,93,Structural,2024,Apr,4,Q2,06-04-2024,Component,MINOR,Minor,Automated Testing,36.04,0,2024,4,6
553,12,Functional,2024,Oct,10,Q4,01-10-2024,Surface,CRITICAL,Critical,Manual Testing,811.65,1,2024,10,1
554,30,Functional,2024,Jan,1,Q1,28-01-2024,Internal,CRITICAL,Critical,Automated Testing,900.37,1,2024,1,28
555,4,Functional,2024,Jun,6,Q2,03-06-2024,Component,MINOR,Minor,Automated Testing,644.51,0,2024,6,3
556,71,Functional,2024,Nov,11,Q4,02-11-2024,Surface,MINOR,Minor,Visual Inspection,355.85,0,2024,11,2
557,97,Functional,2024,Mar,3,Q1,03-03-2024,Internal,MINOR,Minor,Manual Testing,945.18,0,2024,3,3
558,12,Structural,2024,Apr,4,Q2,13-04-2024,Internal,MINOR,Minor,Visual Inspection,201.79,0,2024,4,13
559,17,Cosmetic,2024,Feb,2,Q1,26-02-2024,Internal,MINOR,Minor,Manual Testing,73,0,2024,2,26
560,94,Cosmetic,2024,Sep,9,Q3,01-09-2024,Surface,MODERATE,Moderate,Manual Testing,769.57,0,2024,9,1
561,45,Functional,2024,Mar,3,Q1,27-03-2024,Surface,MODERATE,Moderate,Automated Testing,930.11,0,2024,3,27
562,72,Cosmetic,2024,Jan,1,Q1,15-01-2024,Internal,MODERATE,Moderate,Manual Testing,554.98,0,2024,1,15
563,56,Functional,2024,Feb,2,Q1,13-02-2024,Component,MINOR,Minor,Automated Testing,826.59,0,2024,2,13
564,93,Functional,2024,Feb,2,Q1,18-02-2024,Surface,CRITICAL,Critical,Manual Testing,362.82,1,2024,2,18
565,58,Structural,2024,Jan,1,Q1,15-01-2024,Surface,MINOR,Minor,Manual Testing,946.8,0,2024,1,15
566,96,Cosmetic,2024,Feb,2,Q1,17-02-2024,Internal,MINOR,Minor,Automated Testing,192.28,0,2024,2,17
567,38,Functional,2024,Apr,4,Q2,04-04-2024,Internal,CRITICAL,Critical,Automated Testing,383.41,1,2024,4,4
568,62,Structural,2024,Mar,3,Q1,19-03-2024,Surface,MINOR,Minor,Automated Testing,132.83,0,2024,3,19
569,97,Functional,2024,May,5,Q2,14-05-2024,Component,CRITICAL,Critical,Automated Testing,904.32,1,2024,5,14
570,12,Cosmetic,2024,Mar,3,Q1,22-03-2024,Internal,CRITICAL,Critical,Visual Inspection,944.63,1,2024,3,22
571,47,Functional,2024,Apr,4,Q2,19-04-2024,Surface,CRITICAL,Critical,Manual Testing,524.5,1,2024,4,19
572,73,Structural,2024,Feb,2,Q1,17-02-2024,Internal,CRITICAL,Critical,Visual Inspection,976.75,1,2024,2,17
573,46,Cosmetic,2024,Feb,2,Q1,27-02-2024,Internal,CRITICAL,Critical,Visual Inspection,508.94,1,2024,2,27
574,5,Functional,2024,Jan,1,Q1,21-01-2024,Component,CRITICAL,Critical,Visual Inspection,565.86,1,2024,1,21
575,72,Functional,2024,Jul,7,Q3,03-07-2024,Component,MINOR,Minor,Visual Inspection,151.62,0,2024,7,3
576,99,Structural,2024,Oct,10,Q4,04-10-2024,Surface,CRITICAL,Critical,Automated Testing,394.88,1,2024,10,4
577,1,Functional,2024,Apr,4,Q2,21-04-2024,Surface,CRITICAL,Critical,Visual Inspection,404.22,1,2024,4,21
578,26,Structural,2024,Sep,9,Q3,06-09-2024,Component,MINOR,Minor,Visual Inspection,564.82,0,2024,9,6
579,100,Structural,2024,Dec,12,Q4,04-12-2024,Internal,MINOR,Minor,Manual Testing,722.21,0,2024,12,4
580,15,Structural,2024,Apr,4,Q2,03-04-2024,Internal,MODERATE,Moderate,Visual Inspection,16.05,0,2024,4,3
581,9,Functional,2024,Jun,6,Q2,20-06-2024,Internal,MODERATE,Moderate,Manual Testing,666.31,0,2024,6,20
582,80,Cosmetic,2024,Aug,8,Q3,06-08-2024,Component,MODERATE,Moderate,Automated Testing,346.73,0,2024,8,6
583,86,Structural,2024,Jun,6,Q2,29-06-2024,Internal,MODERATE,Moderate,Automated Testing,138.42,0,2024,6,29
584,42,Structural,2024,Jun,6,Q2,29-06-2024,Component,MINOR,Minor,Visual Inspection,663.53,0,2024,6,29
585,19,Structural,2024,Jan,1,Q1,06-01-2024,Surface,CRITICAL,Critical,Automated Testing,150.78,1,2024,1,6
586,97,Cosmetic,2024,Nov,11,Q4,03-11-2024,Surface,CRITICAL,Critical,Automated Testing,503.25,1,2024,11,3
587,68,Structural,2024,Mar,3,Q1,02-03-2024,Surface,MODERATE,Moderate,Manual Testing,576.57,0,2024,3,2
588,40,Structural,2024,Feb,2,Q1,26-02-2024,Surface,MODERATE,Moderate,Visual Inspection,204.6,0,2024,2,26
589,8,Structural,2024,Mar,3,Q1,03-03-2024,Internal,MODERATE,Moderate,Visual Inspection,410.72,0,2024,3,3
590,90,Structural,2024,Feb,2,Q1,17-02-2024,Component,MINOR,Minor,Manual Testing,50.38,0,2024,2,17
591,90,Functional,2024,Sep,9,Q3,02-09-2024,Surface,MODERATE,Moderate,Manual Testing,400.31,0,2024,9,2
592,7,Structural,2024,Jan,1,Q1,06-01-2024,Internal,MINOR,Minor,Automated Testing,301.7,0,2024,1,6
593,73,Functional,2024,Jun,6,Q2,23-06-2024,Surface,MODERATE,Moderate,Visual Inspection,64.74,0,2024,6,23
594,96,Cosmetic,2024,Jan,1,Q1,14-01-2024,Surface,MODERATE,Moderate,Automated Testing,485.27,0,2024,1,14
595,60,Cosmetic,2024,Jun,6,Q2,21-06-2024,Surface,MODERATE,Moderate,Automated Testing,194.44,0,2024,6,21
596,74,Structural,2024,Jun,6,Q2,16-06-2024,Internal,MODERATE,Moderate,Automated Testing,891.01,0,2024,6,16
597,26,Cosmetic,2024,Apr,4,Q2,19-04-2024,Internal,CRITICAL,Critical,Automated Testing,267.51,1,2024,4,19
598,50,Functional,2024,Aug,8,Q3,06-08-2024,Component,CRITICAL,Critical,Automated Testing,151.43,1,2024,8,6
599,36,Functional,2024,Apr,4,Q2,20-04-2024,Internal,CRITICAL,Critical,Manual Testing,297.76,1,2024,4,20
600,46,Cosmetic,2024,Apr,4,Q2,21-04-2024,Component,CRITICAL,Critical,Manual Testing,663.35,1,2024,4,21
601,46,Structural,2024,Apr,4,Q2,24-04-2024,Internal,MODERATE,Moderate,Visual Inspection,927.75,0,2024,4,24
602,74,Cosmetic,2024,Oct,10,Q4,02-10-2024,Surface,MODERATE,Moderate,Visual Inspection,283.6,0,2024,10,2
603,45,Structural,2024,Mar,3,Q1,21-03-2024,Surface,MODERATE,Moderate,Manual Testing,919.65,0,2024,3,21
604,100,Functional,2024,Mar,3,Q1,25-03-2024,Surface,CRITICAL,Critical,Visual Inspection,302.29,1,2024,3,25
605,63,Functional,2024,May,5,Q2,27-05-2024,Surface,MODERATE,Moderate,Automated Testing,309.53,0,2024,5,27
606,63,Structural,2024,Apr,4,Q2,13-04-2024,Surface,MINOR,Minor,Manual Testing,478.6,0,2024,4,13
607,75,Cosmetic,2024,May,5,Q2,30-05-2024,Component,MINOR,Minor,Visual Inspection,419.58,0,2024,5,30
608,5,Cosmetic,2024,Mar,3,Q1,25-03-2024,Surface,MINOR,Minor,Automated Testing,685.3,0,2024,3,25
609,5,Structural,2024,Jun,6,Q2,05-06-2024,Internal,CRITICAL,Critical,Visual Inspection,390.64,1,2024,6,5
610,81,Cosmetic,2024,Dec,12,Q4,05-12-2024,Internal,MINOR,Minor,Manual Testing,837.9,0,2024,12,5
611,80,Functional,2024,Jan,1,Q1,20-01-2024,Internal,MINOR,Minor,Manual Testing,67.82,0,2024,1,20
612,56,Structural,2024,Apr,4,Q2,13-04-2024,Internal,MINOR,Minor,Manual Testing,21.12,0,2024,4,13
613,68,Structural,2024,Aug,8,Q3,01-08-2024,Surface,MODERATE,Moderate,Visual Inspection,700.72,0,2024,8,1
614,67,Cosmetic,2024,Jan,1,Q1,18-01-2024,Surface,CRITICAL,Critical,Manual Testing,893.3,1,2024,1,18
615,53,Cosmetic,2024,Feb,2,Q1,03-02-2024,Surface,MODERATE,Moderate,Automated Testing,736.75,0,2024,2,3
616,81,Functional,2024,Sep,9,Q3,03-09-2024,Internal,CRITICAL,Critical,Manual Testing,803.54,1,2024,9,3
617,47,Functional,2024,Mar,3,Q1,23-03-2024,Internal,MODERATE,Moderate,Automated Testing,21.17,0,2024,3,23
618,92,Functional,2024,Feb,2,Q1,29-02-2024,Component,MINOR,Minor,Manual Testing,678.59,0,2024,2,29
619,87,Functional,2024,Feb,2,Q1,18-02-2024,Component,MODERATE,Moderate,Automated Testing,220.01,0,2024,2,18
620,51,Cosmetic,2024,Mar,3,Q1,02-03-2024,Internal,CRITICAL,Critical,Manual Testing,251.67,1,2024,3,2
621,61,Structural,2024,Oct,10,Q4,04-10-2024,Surface,CRITICAL,Critical,Manual Testing,808.85,1,2024,10,4
622,87,Structural,2024,Jun,6,Q2,01-06-2024,Internal,MINOR,Minor,Manual Testing,537.35,0,2024,6,1
623,8,Cosmetic,2024,Jun,6,Q2,04-06-2024,Component,MODERATE,Moderate,Manual Testing,178.3,0,2024,6,4
624,56,Cosmetic,2024,Sep,9,Q3,01-09-2024,Internal,CRITICAL,Critical,Visual Inspection,638.8,1,2024,9,1
625,98,Functional,2024,Jun,6,Q2,24-06-2024,Internal,CRITICAL,Critical,Automated Testing,770.66,1,2024,6,24
626,7,Structural,2024,Apr,4,Q2,19-04-2024,Component,MINOR,Minor,Visual Inspection,289.27,0,2024,4,19
627,24,Structural,2024,May,5,Q2,15-05-2024,Component,MINOR,Minor,Automated Testing,779.02,0,2024,5,15
628,23,Structural,2024,Apr,4,Q2,01-04-2024,Surface,MODERATE,Moderate,Automated Testing,704.06,0,2024,4,1
629,43,Functional,2024,Apr,4,Q2,16-04-2024,Internal,CRITICAL,Critical,Visual Inspection,546.42,1,2024,4,16
630,95,Functional,2024,Jun,6,Q2,23-06-2024,Component,MODERATE,Moderate,Visual Inspection,780.89,0,2024,6,23
631,13,Cosmetic,2024,Mar,3,Q1,05-03-2024,Surface,MINOR,Minor,Manual Testing,303.08,0,2024,3,5
632,72,Structural,2024,Apr,4,Q2,05-04-2024,Internal,MINOR,Minor,Automated Testing,557.57,0,2024,4,5
633,28,Functional,2024,Jan,1,Q1,28-01-2024,Component,MINOR,Minor,Manual Testing,222.11,0,2024,1,28
634,94,Functional,2024,May,5,Q2,23-05-2024,Internal,MINOR,Minor,Visual Inspection,575.47,0,2024,5,23
635,60,Structural,2024,Jun,6,Q2,14-06-2024,Component,MINOR,Minor,Automated Testing,478.44,0,2024,6,14
636,17,Functional,2024,May,5,Q2,02-05-2024,Surface,MODERATE,Moderate,Visual Inspection,32.62,0,2024,5,2
637,21,Functional,2024,May,5,Q2,29-05-2024,Component,CRITICAL,Critical,Automated Testing,121.29,1,2024,5,29
638,89,Cosmetic,2024,Jul,7,Q3,04-07-2024,Component,MODERATE,Moderate,Automated Testing,967.29,0,2024,7,4
639,43,Cosmetic,2024,Jan,1,Q1,17-01-2024,Surface,MODERATE,Moderate,Visual Inspection,200.29,0,2024,1,17
640,5,Cosmetic,2024,Jun,6,Q2,21-06-2024,Internal,MINOR,Minor,Automated Testing,185,0,2024,6,21
641,7,Functional,2024,Jan,1,Q1,30-01-2024,Internal,MODERATE,Moderate,Manual Testing,959.61,0,2024,1,30
642,28,Structural,2024,Jan,1,Q1,26-01-2024,Component,CRITICAL,Critical,Visual Inspection,170.66,1,2024,1,26
643,27,Cosmetic,2024,Jun,6,Q2,17-06-2024,Component,MINOR,Minor,Visual Inspection,563.94,0,2024,6,17
644,58,Cosmetic,2024,Aug,8,Q3,06-08-2024,Internal,MINOR,Minor,Automated Testing,52.03,0,2024,8,6
645,33,Functional,2024,Jul,7,Q3,06-07-2024,Component,CRITICAL,Critical,Automated Testing,474.62,1,2024,7,6
646,20,Structural,2024,Jan,1,Q1,14-01-2024,Surface,MODERATE,Moderate,Visual Inspection,263.76,0,2024,1,14
647,11,Cosmetic,2024,Mar,3,Q1,05-03-2024,Component,MODERATE,Moderate,Automated Testing,758.91,0,2024,3,5
648,31,Cosmetic,2024,Sep,9,Q3,01-09-2024,Component,CRITICAL,Critical,Visual Inspection,59.04,1,2024,9,1
649,76,Cosmetic,2024,Nov,11,Q4,01-11-2024,Internal,MODERATE,Moderate,Visual Inspection,647.01,0,2024,11,1
650,32,Cosmetic,2024,May,5,Q2,21-05-2024,Internal,MODERATE,Moderate,Manual Testing,451.58,0,2024,5,21
651,34,Structural,2024,Sep,9,Q3,02-09-2024,Internal,MINOR,Minor,Manual Testing,221.25,0,2024,9,2
652,66,Cosmetic,2024,Apr,4,Q2,19-04-2024,Component,CRITICAL,Critical,Manual Testing,194.9,1,2024,4,19
653,62,Functional,2024,Feb,2,Q1,29-02-2024,Surface,MINOR,Minor,Automated Testing,433.75,0,2024,2,29
654,86,Cosmetic,2024,Jun,6,Q2,19-06-2024,Surface,CRITICAL,Critical,Automated Testing,264.85,1,2024,6,19
655,91,Cosmetic,2024,Mar,3,Q1,16-03-2024,Surface,MODERATE,Moderate,Automated Testing,230.68,0,2024,3,16
656,63,Cosmetic,2024,Jun,6,Q2,21-06-2024,Surface,MINOR,Minor,Visual Inspection,836.11,0,2024,6,21
657,73,Structural,2024,Mar,3,Q1,27-03-2024,Surface,CRITICAL,Critical,Manual Testing,703.94,1,2024,3,27
658,94,Structural,2024,Sep,9,Q3,06-09-2024,Surface,MODERATE,Moderate,Visual Inspection,814.84,0,2024,9,6
659,88,Structural,2024,Jan,1,Q1,19-01-2024,Component,MINOR,Minor,Visual Inspection,153.25,0,2024,1,19
660,12,Functional,2024,Mar,3,Q1,28-03-2024,Internal,MINOR,Minor,Visual Inspection,324.09,0,2024,3,28
661,48,Structural,2024,Jun,6,Q2,02-06-2024,Component,MODERATE,Moderate,Visual Inspection,436.9,0,2024,6,2
